,LATITUDE,LONGITUDE,PEDTYPE,PEDACT,PEDCOND,TRAFFCTL,LIGHT,VISIBILITY,RDSFCOND,TIME
536,43.658,-79.384,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Clear,Dry,1514.0
537,43.658,-79.377,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown,Traffic Signal,Dark,Clear,Wet,1565.0
538,43.658,-79.377,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1565.0
539,43.658,-79.375,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,Dark,Clear,Dry,2103.0
540,43.658,-79.372,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Medical or Physical Disability,Pedestrian Crossover,Daylight,Clear,Dry,1581.0
541,43.658,-79.372,Pedestrian hit at mid-block,Other,Normal,Stop Sign,Daylight,Clear,Dry,1581.0
542,43.658,-79.37,<Null>,<Null>,Inattentive,No Control,"Dark, artificial",Rain,Wet,951.625
543,43.658,-79.37,Other / Undefined,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,951.625
544,43.658,-79.37,Pedestrian hit at mid-block,Other,Medical or Physical Disability,No Control,"Dark, artificial",Rain,Wet,951.625
545,43.658,-79.37,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Dark,Rain,Wet,951.625
546,43.658,-79.37,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,951.625
547,43.658,-79.37,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Clear,Dry,951.625
548,43.658,-79.37,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,951.625
549,43.658,-79.37,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Dawn,Rain,Wet,951.625
550,43.658,-79.359,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Unknown,Pedestrian Crossover,Daylight,Clear,Dry,1420.0
551,43.658,-79.352,Pedestrian hit a PXO/ped. Mid-block signal,Crossing with right of way,Normal,Pedestrian Crossover,Daylight,Clear,Dry,1526.0
552,43.658,-79.351,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,Dark,Clear,Dry,32.0
553,43.658,-79.349,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,759.75
554,43.658,-79.338,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1510.0
555,43.659,-79.513,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,"Dark, artificial",Clear,Dry,2135.0
556,43.659,-79.442,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Stop Sign,Daylight,Rain,Wet,1145.0
557,43.659,-79.438,<Null>,<Null>,<Null>,No Control,Daylight,Clear,Dry,920.0
558,43.659,-79.435,<Null>,<Null>,<Null>,Traffic Signal,Daylight,Clear,Dry,1241.0
559,43.659,-79.421,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Rain,Wet,1254.0
560,43.659,-79.409,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,No Control,"Dark, artificial",Clear,Dry,242.0
561,43.659,-79.393,Other / Undefined,Person Getting on/off Vehicle,Normal,Streetcar (Stop for),"Dark, artificial",Clear,Dry,2206.0
562,43.659,-79.39,<Null>,<Null>,Normal,Traffic Signal,"Dusk, artificial",Clear,Dry,2118.3333333333335
563,43.659,-79.39,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dusk,Clear,Dry,2118.3333333333335
564,43.659,-79.39,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,2118.3333333333335
565,43.659,-79.385,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,No Control,Daylight,Clear,Dry,1204.0
566,43.659,-79.382,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability,No Control,Daylight,Clear,Dry,1449.3333333333333
567,43.659,-79.382,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1449.3333333333333
568,43.659,-79.382,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1449.3333333333333
569,43.659,-79.375,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,No Control,"Dark, artificial",Clear,Dry,2214.0
570,43.659,-79.366,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Running onto Roadway,Unknown,No Control,Daylight,Clear,Dry,2023.0
571,43.659,-79.365,<Null>,<Null>,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,256.0
572,43.659,-79.364,Pedestrian hit at mid-block,Other,Normal,No Control,"Dark, artificial",Rain,Wet,551.0
573,43.659,-79.357,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,1754.0
574,43.659,-79.349,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,Had Been Drinking,No Control,"Dark, artificial",Rain,Wet,155.0
575,43.659,-79.348,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,"Dark, artificial",Clear,Dry,2317.0
576,43.659,-79.347,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,"Dark, artificial",Clear,Dry,211.0
577,43.659,-79.346,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Daylight,Clear,Dry,1723.0
578,43.659,-79.345,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Dry,1707.0
579,43.659,-79.328,<Null>,<Null>,Normal,Traffic Signal,Daylight,Clear,Dry,1722.0
580,43.66,-79.51,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Wet,1445.0
581,43.66,-79.479,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Loose Snow,1445.0
582,43.66,-79.443,Vehicle is reversing and hits pedestrian,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,1750.0
583,43.66,-79.432,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,<Null>,No Control,Daylight,Clear,Dry,1667.5
584,43.66,-79.432,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,Traffic Signal,Daylight,Clear,Dry,1667.5
585,43.66,-79.43,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Dusk,Rain,Wet,2104.0
586,43.66,-79.397,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Daylight,Clear,Dry,957.0
587,43.66,-79.387,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1920.0
588,43.66,-79.385,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1563.8
589,43.66,-79.382,Pedestrian hit at mid-block,Running onto Roadway,Unknown,No Control,"Dark, artificial",Clear,Dry,1615.5
590,43.66,-79.382,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Wet,1615.5
591,43.66,-79.375,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1120.0
592,43.66,-79.374,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Dark,Clear,Ice,110.0
593,43.66,-79.37,Other / Undefined,Other,Normal,No Control,"Dark, artificial",Clear,Loose Snow,2255.0
594,43.66,-79.361,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Clear,Dry,1315.0
595,43.66,-79.344,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Normal,No Control,Daylight,Clear,Wet,832.0
596,43.661,-79.543,<Null>,<Null>,<Null>,Stop Sign,Dark,Clear,Dry,355.0
597,43.661,-79.517,Pedestrian hit at mid-block,"Crossing, no Traffic Control","Ability Impaired, Alcohol Over .80",No Control,Dark,Clear,Dry,1602.0
598,43.661,-79.517,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1602.0
599,43.661,-79.489,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Snow,Wet,1145.0
600,43.661,-79.462,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1943.0
601,43.661,-79.429,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,910.0
602,43.661,-79.426,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing with right of way,Had Been Drinking,No Control,Dark,Clear,Dry,0.0
603,43.661,-79.425,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Had Been Drinking,No Control,Daylight,Rain,Wet,1230.0
604,43.661,-79.41,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Dark,Clear,Wet,2120.0
605,43.661,-79.409,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive,Traffic Signal,Dark,Clear,Dry,739.0
606,43.661,-79.409,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Dark,Clear,Dry,739.0
607,43.661,-79.409,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Traffic Signal,Dark,Clear,Dry,739.0
608,43.661,-79.383,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1815.0
609,43.661,-79.383,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Clear,Dry,1815.0
610,43.661,-79.366,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Traffic Signal,Dark,Rain,Wet,2152.8
611,43.661,-79.358,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Controller,"Dark, artificial",Clear,Dry,104.0
612,43.661,-79.34,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1408.0
613,43.662,-79.531,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Inattentive,No Control,Daylight,Clear,Loose Snow,1658.0
614,43.662,-79.469,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1453.0
615,43.662,-79.455,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,No Control,Daylight,Rain,Wet,818.0
616,43.662,-79.444,<Null>,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1910.0
617,43.662,-79.429,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Coming From Behind Parked Vehicle,"Ability Impaired, Alcohol",No Control,Dark,Rain,Wet,1987.0
618,43.662,-79.429,Vehicle is reversing and hits pedestrian,Other,Normal,Stop Sign,Daylight,Clear,Dry,1987.0
619,43.662,-79.425,<Null>,<Null>,Normal,No Control,Daylight,Clear,Dry,1343.5
620,43.662,-79.425,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Normal,No Control,Daylight,Clear,Dry,1343.5
621,43.662,-79.423,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1437.0
622,43.662,-79.41,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,257.0
623,43.662,-79.386,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1220.0
624,43.662,-79.377,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,No Control,"Dusk, artificial",Clear,Dry,1818.0
625,43.662,-79.376,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,No Control,Dark,Clear,Dry,1552.5
626,43.662,-79.376,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Traffic Signal,Daylight,Clear,Dry,1552.5
627,43.662,-79.374,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,"Dark, artificial",Rain,Wet,2315.0
628,43.662,-79.372,Pedestrian hit at mid-block,Other,"Ability Impaired, Alcohol Over .80",No Control,Dark,Clear,Dry,208.0
629,43.662,-79.363,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Other,No Control,Daylight,Clear,Dry,1919.0
630,43.662,-79.351,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1050.0
631,43.662,-79.349,Pedestrian hit at mid-block,Other,Unknown,No Control,Dark,Rain,Wet,1850.0
632,43.662,-79.334,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Other,No Control,Daylight,Clear,Dry,1430.0
633,43.662,-79.332,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,No Control,Daylight,Clear,Dry,1148.5
634,43.662,-79.332,Vehicle is reversing and hits pedestrian,Other,Normal,No Control,Daylight,Clear,Dry,1148.5
635,43.662,-79.332,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1148.5
636,43.662,-79.332,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1148.5
637,43.663,-79.585,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Daylight,Clear,Dry,1445.0
638,43.663,-79.49,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,Pedestrian Crossover,Daylight,Clear,Dry,1330.0
639,43.663,-79.467,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1115.0
640,43.663,-79.463,Vehicle is going straight thru inter.while ped cross with ROW,Walking on Roadway Against Traffic,Normal,Traffic Signal,Daylight,Clear,Dry,1125.0
641,43.663,-79.45,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Stop Sign,Daylight,Clear,Dry,642.0
642,43.663,-79.426,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Inattentive,No Control,Daylight,Clear,Dry,1217.0
643,43.663,-79.418,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,No Control,Dark,Clear,Dry,1675.5
644,43.663,-79.418,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Daylight,Clear,Dry,1675.5
645,43.663,-79.417,Pedestrian hit at mid-block,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,1640.0
646,43.663,-79.41,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,"Dark, artificial",Rain,Wet,2028.0
647,43.663,-79.41,Vehicle turns right while ped crosses with ROW at inter.,Other,Had Been Drinking,Traffic Signal,"Dark, artificial",Clear,Dry,2028.0
648,43.663,-79.402,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Inattentive,Traffic Signal,Daylight,Clear,Dry,1045.5
649,43.663,-79.402,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,Traffic Signal,Daylight,Clear,Dry,1045.5
650,43.663,-79.384,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,No Control,Daylight,Clear,Dry,1760.0
651,43.663,-79.383,Vehicle is going straight thru inter.while ped cross without ROW,Other,Unknown,Traffic Signal,Dark,Clear,Dry,2220.0
652,43.663,-79.373,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,Traffic Signal,Dark,Clear,Dry,1824.0
653,43.663,-79.372,Pedestrian hit at mid-block,Coming From Behind Parked Vehicle,Unknown,No Control,Daylight,Clear,Dry,810.0
654,43.663,-79.369,Unknown,Other,"Ability Impaired, Alcohol",No Control,Daylight,Clear,Dry,1600.0
655,43.663,-79.367,Pedestrian hit at mid-block,Walking on Roadway with Traffic,Normal,No Control,Daylight,Clear,Dry,1812.0
